Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
11/27/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.80 cup,207.08,0,0,632.51,0.18,1.43,0.48,0.22,0.28,8.4,6.02,68.73,0,1399.98,2.05,336.11,0.42,23.12,839.99,0.49,3.03,112,0.99,294.98,839.99,15.68,237.87,1.68,10.06,7.23,0,2.84,2.84,10.8,0,2.39,6.1,1.56,0,0.72,5.29,0.32,0.54,0.97,1.63,1.33,0.27,1.05,21.92,0.87,0.29,0.76,1,Beverages
11/27/2021,,Breakfast,"Organic Girl, Super Greens",0.75 x 2.0 cups,15,,,,,,,,,,,42,,646.85,32.25,0,,225.75,77.25,,0.75,,,,253.5,,63.75,,2.25,1.5,,0.75,0.75,0,0,,,0,0,,,,,,,,,,1.5,,,,,Vegetables and Vegetable Products
11/27/2021,,Breakfast,"Strawberries, Fresh","1.75 cup, halves",85.12,0,0,241.92,0.06,0.06,1.03,0.33,0.13,0,18.62,63.84,69.16,31.92,156.41,0,0.74,5.85,42.56,0.13,1.09,34.58,1.03,63.84,406.97,1.06,2.66,0.37,20.43,5.32,0.11,13.01,15.11,0.8,0,0.11,0.41,0.04,0,0.17,0.24,0.02,0.03,0.04,0.09,0.07,0.01,0.05,1.78,0.05,0.02,0.06,0.05,Fruits and Fruit Juices
11/27/2021,,Breakfast,"Oatmeal, Regular or Quick, Dry",0.75 cup,230.23,0,0,6.58,0.28,0.09,0.68,0.68,0.06,0,0,19.44,109.34,0,0,0,0.26,1.21,31.59,0.24,2.58,83.83,2.21,249.06,219.9,17.56,3.64,2.21,41.12,6.14,35.18,0.6,34.99,3.96,0,1.2,1.4,0.67,0,0.06,1.34,0.28,0.17,0.31,0.6,0.39,0.13,0.4,7.99,0.23,0.11,0.24,0.42,Breakfast Cereals
11/27/2021,,Lunch,"Mozzarella Cheese, Whole Milk","0.40 cup, diced",167.91,0,0,25.55,0.01,0.14,0.05,0.04,0.03,0.39,33.26,4.22,0,393.37,0,9.5,0.11,1.32,303.6,0.01,0.11,11.09,0,217.54,39.6,8.5,374.89,1.3,1.3,0,0,0.53,1.3,13.01,46.99,3.71,0.41,8.22,0.31,0.11,0.13,0.07,0.43,0.55,1.11,1.16,0.32,0.6,11.4,0.43,0.16,0.66,0.71,Dairy and Egg Products
11/27/2021,,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",12.00 cherry,36.72,0,0,192.82,0.08,0.04,1.21,0.18,0.16,0,915.96,30.6,250.92,1699.32,27.95,0,1.1,16.12,20.4,0.12,0.55,22.44,0.23,48.96,483.48,0,10.2,0.35,7.94,2.45,0,5.37,5.49,0.41,0,0.06,0.17,0.06,0,0.01,0,0.02,0.03,0.04,0.05,0.06,0.01,0.06,1.8,0.06,0.01,0.03,0.04,Vegetables and Vegetable Products
11/27/2021,,Lunch,"Lindt Excellence, 85% cocoa",0.66 x 3.0 pieces,112.2,,,,,,,,,,,,,,,0,,,16.5,,1.98,,,,73.92,,6.6,,7.26,2.64,,2.64,4.62,9.24,0,,,5.28,0,,,,,,,,,,2.64,,,,,Sweets
11/27/2021,,Lunch,Hummus,2.00 tbsp,53.38,0,0,19.27,0.05,0.02,0.24,0.08,0.04,0,5.01,14.21,0.55,8.92,0.42,0,0.08,0.74,27.25,0.12,0.62,9.65,0.25,46.82,47.39,2.02,131.73,0.32,5.91,1.76,3.29,0.97,4.15,2.63,0,0.88,1.1,0.33,0.02,0.02,1.03,0.03,0.06,0.09,0.16,0.12,0.04,0.12,2.2,0.08,0.03,0.06,0.1,Legumes and Legume Products
11/27/2021,,Lunch,"Carrots, Raw",0.50 cup,31.76,0,0,68.39,0.05,0.04,0.76,0.21,0.11,0,6417.93,14.72,198.31,12941.2,4.57,0,0.67,6.43,25.56,0.03,0.23,9.3,0.11,27.11,247.89,0.08,53.45,0.19,7.42,2.17,1.11,3.67,5.25,0.19,0,0.01,0.08,0.02,0,0,0,0.06,0.03,0.06,0.08,0.08,0.02,0.05,0.72,0.15,0.01,0.03,0.05,Vegetables and Vegetable Products
11/27/2021,,Dinner,"Fudge , Cake-Type, Cookies",3.00 each,219.87,0,7.25,7.43,0.14,0.12,0.76,0.15,0.02,0.05,0,42.21,9.45,1.26,0.06,0.68,0.04,0.82,21.42,0.18,1.56,20.16,0.2,52.29,86.94,2.27,120.96,0.35,49.33,1.76,16.82,30.61,47.57,2.33,5.34,1.14,0.29,0.7,0.46,0.01,0.22,0.04,0.06,0.11,0.19,0.14,0.04,0.13,3.15,0.09,0.03,0.08,0.14,Sweets
11/27/2021,,Dinner,"Cod, Atlantic, Cooked",1.00 oz,29.77,0,0,21.52,0.02,0.02,0.71,0.05,0.08,0.3,0,2.27,0,13.32,0.28,13.04,0.23,0.03,3.97,0.01,0.14,11.91,0.01,39.12,69.17,10.66,22.11,0.16,0,0,0,0,0,0.24,15.59,0.04,0.08,0.05,0,0.05,0.01,0.07,0.19,0.3,0.53,0.59,0.19,0.25,6.47,0.28,0.07,0.22,0.33,Finfish and Shellfish Products
11/27/2021,,Dinner,"Tomato Raw, Includes Cherry, Grape, Roma",8.00 cherry,24.48,0,0,128.55,0.05,0.03,0.81,0.12,0.11,0,610.64,20.4,167.28,1132.88,18.63,0,0.73,10.74,13.6,0.08,0.37,14.96,0.16,32.64,322.32,0,6.8,0.23,5.29,1.63,0,3.58,3.66,0.27,0,0.04,0.11,0.04,0,0,0,0.01,0.02,0.02,0.03,0.04,0.01,0.04,1.2,0.04,0.01,0.02,0.02,Vegetables and Vegetable Products
11/27/2021,,Dinner,"Basmati Rice, Cooked in Unsalted Water",1.00 cup,181.7,0,0,112.83,0.03,0.02,0.63,0.62,0.15,0,0,4.74,0,0,0,0,0.09,0,9.48,0.11,0.66,18.96,0.75,36.34,55.3,11.85,1.58,0.77,41.48,1.06,40.42,0,40.42,0.24,0,0.1,0.02,0.08,0,0,0.02,0.06,0.07,0.14,0.26,0.11,0.07,0.17,3.18,0.11,0.04,0.11,0.19,Cereal Grains and Pasta
11/27/2021,,Dinner,"Cauliflower, Cooked from Fresh","1.20 cup, cut pieces",34.23,0,0,138.39,0.06,0.08,0.61,0.76,0.26,0,10.42,65.47,43.15,17.86,65.92,0,0.1,20.54,23.81,0.03,0.48,13.39,0.2,47.62,211.3,0.89,22.32,0.25,6.12,3.42,0.24,3.1,2.69,0.67,0,0.05,0.32,0.1,0,0.25,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.74,0.1,0.04,0.06,0.14,Vegetables and Vegetable Products
11/27/2021,,Dinner,Nestle Toll House Chocolate Chips,4.00 Tablespoon,280,,,,,,,,,,,,,,,,,,,,,,,,,,0,,36,,,32,36,16,0,,,10,,,,,,,,,,,,,,,,Sweets
11/28/2021,,Breakfast,"Coffee, Prepared From Grounds",20.00 fl oz,5.92,0,236.8,588.4,0.08,0.45,1.13,1.5,0.01,0,0,11.84,0,0,0,0,0.06,0.59,11.84,0.01,0.06,17.76,0.14,17.76,290.09,0,11.84,0.12,2.78,2.78,0,0,0,0.12,0,0.09,0.01,0.01,0,0,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.71,0.01,0,0.01,0.02,Beverages
11/28/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",0.90 scoop,162,,,,0.72,0.81,12.24,4.59,0.9,1.35,,189,,360,36,252,9.18,53.1,162,,6.3,36,,198,423,,198,,13.5,3.6,,0.9,9.9,5.4,0,0.9,2.7,0.9,0,,,,,,,,,,18,,,,,Beverages
11/28/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.50 cup,110.94,0,0,338.84,0.1,0.77,0.26,0.12,0.15,4.5,3.23,36.82,0,749.99,1.1,180.06,0.23,12.39,450,0.26,1.62,60,0.53,158.02,450,8.4,127.43,0.9,5.39,3.87,0,1.52,1.52,5.78,0,1.28,3.27,0.84,0,0.39,2.84,0.17,0.29,0.52,0.87,0.71,0.15,0.56,11.74,0.47,0.16,0.4,0.54,Beverages
11/28/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/28/2021,,Breakfast,"Tomato Raw, Includes Cherry, Grape, Roma",1.00 roma,9.61,0,0,50.44,0.02,0.01,0.32,0.05,0.04,0,239.6,8,65.64,444.52,7.31,0,0.29,4.22,5.34,0.03,0.14,5.87,0.06,12.81,126.47,0,2.67,0.09,2.08,0.64,0,1.4,1.44,0.11,0,0.02,0.04,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.47,0.01,0,0.01,0.01,Vegetables and Vegetable Products
11/28/2021,,Breakfast,Guacamole,6.00 tbsp,82.84,0,0,72.2,0.05,0.08,1,0.64,0.18,0,169.71,44.09,200.35,321.92,27.1,0,0.97,11.81,13.9,0.11,0.47,18.39,0.15,35.88,310.19,0.31,359.77,0.37,6.97,3.45,0.12,1.62,3.52,6.37,0,4.01,0.77,0.88,0,0.05,0.69,0.02,0.03,0.05,0.08,0.07,0.02,0.05,1.37,0.05,0.02,0.03,0.06,Vegetables and Vegetable Products
11/28/2021,,Breakfast,"Tortilla Chips, Yellow, Plain, Salted",0.80 oz,112.72,,,0.44,0.03,0.01,0.34,0.09,0.05,,8.85,4.99,271.71,35.83,,,0.67,0.14,23.59,0.02,0.3,19.05,0.08,53.07,46.72,1.91,70.31,0.33,15.28,1.07,13.73,0.27,14.22,5.06,,1.95,2.08,0.63,0.01,0.07,2,,,,,,,,1.5,,,,,Snacks
11/28/2021,,Lunch,"Cod, Atlantic, Cooked",3.00 oz,89.3,0,0,64.57,0.07,0.07,2.14,0.15,0.24,0.89,0,6.8,0,39.97,0.85,39.12,0.69,0.09,11.91,0.03,0.42,35.72,0.02,117.37,207.52,31.98,66.34,0.49,0,0,0,0,0,0.73,46.78,0.11,0.25,0.14,0.01,0.15,0.02,0.21,0.57,0.89,1.58,1.78,0.57,0.76,19.42,0.85,0.22,0.66,1,Finfish and Shellfish Products
11/28/2021,,Lunch,"Basmati Rice, Cooked in Unsalted Water",0.90 cup,163.53,0,0,101.55,0.03,0.02,0.57,0.55,0.13,0,0,4.27,0,0,0,0,0.08,0,8.53,0.1,0.6,17.06,0.67,32.71,49.77,10.67,1.42,0.7,37.33,0.95,36.38,0,36.38,0.21,0,0.09,0.02,0.07,0,0,0.02,0.06,0.07,0.12,0.24,0.1,0.07,0.15,2.86,0.1,0.03,0.1,0.17,Cereal Grains and Pasta
11/28/2021,,Lunch,Eggplant Parmigiana,"0.50 slice - 3"" diameter x 1/2"" thick",33.55,0,0,19.08,0.03,0.03,0.2,0.06,0.02,0.08,34.9,5.47,11.91,99.58,0.99,1.87,0.25,2.41,32.85,0.02,0.17,3.88,0.03,30.31,49.34,2.45,65.25,0.2,2.76,0.44,0.73,1,2.31,1.96,7.98,0.49,0.59,0.69,0.04,0.07,0.49,0.01,0.03,0.07,0.12,0.08,0.03,0.07,1.48,0.06,0.03,0.07,0.08,"Meals, Entrees, and Sidedishes"
11/28/2021,,Lunch,"Oatmeal Cookies, Homemade","3.00 each - approx 2 5/8"" diameter",193.71,0.08,0,7.4,0.13,0.09,0.79,0.2,0.36,1.01,45.94,27.58,26.71,336.48,0.01,2.29,0.57,9.37,33.29,0.06,1.04,15.88,0.4,59.15,65.1,7.35,119.87,0.42,31.32,1.21,13.41,16.67,30.11,6.97,9.82,1.29,2.79,1.71,0,0.31,2.46,0.07,0.06,0.1,0.19,0.1,0.05,0.13,2.66,0.08,0.03,0.08,0.13,Sweets
11/28/2021,,Dinner,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
11/28/2021,,Dinner,"Beets, Cooked, Boiled, Drained",0.50 x 0.5 cup slices,18.7,,,37,0.01,0.02,0.14,0.06,0.03,,8.92,34,,14.88,1.53,,0.02,0.09,6.8,0.03,0.34,9.78,0.14,16.15,129.63,0.3,32.73,0.15,4.23,0.85,,3.38,3.38,0.08,,0.01,0.03,0.01,,0,0.02,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.71,0.02,0.01,0.02,0.03,Vegetables and Vegetable Products
11/28/2021,,Dinner,"Sweet Potato, Baked","0.25 cup, chopped",39.6,0,0,33.34,0.05,0.05,0.65,0.39,0.13,0,5063.76,2.64,0,8455.59,8.62,0,0.31,1.01,16.72,0.07,0.3,11.88,0.22,23.76,208.99,0.09,15.84,0.14,9.11,1.45,3.1,2.85,7.66,0.07,0,0,0.04,0.02,0,0,0,0.01,0.02,0.03,0.05,0.04,0.02,0.05,0.88,0.05,0.02,0.02,0.05,Vegetables and Vegetable Products
11/28/2021,,Dinner,"Brussels Sprouts, Cooked from Fresh",0.70 cup,56.18,0,0,138.73,0.17,0.12,0.95,0.39,0.28,0,725.64,93.63,2013.05,1209.39,96.75,0,0.67,218.94,56.18,0.13,1.87,31.21,0.35,87.39,494.68,2.34,32.77,0.51,11.08,4.06,0.55,2.72,7.02,0.78,0,0.06,0.4,0.16,0,0.27,0,0.02,0.09,0.16,0.18,0.18,0.04,0.12,3.98,0.14,0.04,0.06,0.18,Vegetables and Vegetable Products
11/28/2021,,Dinner,"Green Beans, Cooked from Fresh","0.75 cup, cut pieces",32.81,0,0,83.64,0.07,0.09,0.58,0.07,0.05,0,356.25,30.94,600.94,593.44,9.09,0,0.43,44.91,41.25,0.05,0.61,16.87,0.27,27.19,136.87,0.19,0.94,0.23,7.39,3,1.09,3.4,4.39,0.26,0,0.01,0.14,0.06,0,0.08,0,0.02,0.03,0.06,0.11,0.09,0.02,0.06,1.77,0.08,0.02,0.04,0.09,Vegetables and Vegetable Products
11/28/2021,,Dinner,"General Mills Sales, Progresso Traditional Italian-Style Wedding Soup",1.00 cup (239g),119.5,,,,,,,,,,,,,1249.97,0,,,,19.12,,0.72,,,,320.26,,690.71,,15.01,0.96,,2.01,14.05,3.99,9.56,1.51,0,1.51,0,,,,,,,,,,6,,,,,
11/28/2021,,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.60 cup,118.33,0,0,361.43,0.1,0.82,0.28,0.12,0.16,4.8,3.44,39.27,0,799.99,1.17,192.07,0.24,13.21,480,0.28,1.73,64,0.57,168.56,480,8.96,135.92,0.96,5.75,4.13,0,1.63,1.62,6.17,0,1.36,3.48,0.89,0,0.41,3.02,0.18,0.31,0.56,0.93,0.76,0.16,0.6,12.53,0.5,0.17,0.43,0.57,Beverages
11/28/2021,,Dinner,"Lindt Excellence, 85% cocoa",0.33 x 3.0 pieces,56.1,,,,,,,,,,,,,,,0,,,8.25,,0.99,,,,36.96,,3.3,,3.63,1.32,,1.32,2.31,4.62,0,,,2.64,0,,,,,,,,,,1.32,,,,,Sweets
11/28/2021,,Dinner,"Apple, Fresh, With Skin","0.50 medium - 3"" diameter",47.32,0,0,77.86,0.02,0.02,0.08,0.06,0.04,0,24.57,2.73,26.39,49.14,4.19,0,0.19,2,5.46,0.02,0.11,4.55,0.03,10.01,97.37,0,0.91,0.04,12.57,2.18,0.05,9.45,10.38,0.15,0,0.01,0.05,0.03,0,0.01,0.04,0,0,0.01,0.01,0.01,0,0.01,0.24,0.01,0,0,0.01,Fruits and Fruit Juices
11/28/2021,,Snack,"La Croix, Sparkling Water Beverage,  Cran- Raspberry",3.00 x 355.0 ml,0,,,1050,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,0,,,,,Beverages
11/29/2021,,Breakfast,"Trader Joe's, Everything but the Bagel, Nut Duo with Almonds & Cashews",0.80 x 0.25 cup,144,,,,,,,,,,,,,,,0,,,40,,0.96,,,,136,,128,,4.8,1.6,,1.6,3.2,12,0,,,1.6,0,,,,,,,,,,4.8,,,,,Nut and Seed Products
11/29/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",0.90 scoop,162,,,,0.72,0.81,12.24,4.59,0.9,1.35,,189,,360,36,252,9.18,53.1,162,,6.3,36,,198,423,,198,,13.5,3.6,,0.9,9.9,5.4,0,0.9,2.7,0.9,0,,,,,,,,,,18,,,,,Beverages
11/29/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
11/29/2021,,Breakfast,"Coffee, Prepared From Grounds",20.00 fl oz,5.92,0,236.8,588.4,0.08,0.45,1.13,1.5,0.01,0,0,11.84,0,0,0,0,0.06,0.59,11.84,0.01,0.06,17.76,0.14,17.76,290.09,0,11.84,0.12,2.78,2.78,0,0,0,0.12,0,0.09,0.01,0.01,0,0,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.71,0.01,0,0.01,0.02,Beverages
11/29/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.30 cup,96.15,0,0,293.66,0.09,0.66,0.22,0.1,0.13,3.9,2.8,31.91,0,649.99,0.95,156.05,0.2,10.73,390,0.23,1.41,52,0.46,136.95,390,7.28,110.44,0.78,4.67,3.35,0,1.32,1.32,5.01,0,1.11,2.83,0.73,0,0.33,2.46,0.15,0.25,0.45,0.76,0.62,0.13,0.49,10.18,0.4,0.14,0.35,0.46,Beverages
11/29/2021,,Breakfast,"Strawberries, Fresh","1.00 cup, halves",48.64,0,0,138.24,0.04,0.03,0.59,0.19,0.07,0,10.64,36.48,39.52,18.24,89.37,0,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0,0.07,0.24,0.02,0,0.1,0.14,0.01,0.02,0.02,0.05,0.04,0,0.03,1.02,0.03,0.01,0.03,0.03,Fruits and Fruit Juices
11/29/2021,,Lunch,"Tossed Salad, Plain, without Dressing","1.50 cup, chopped",11.97,0,0,81.77,0.04,0.02,0.11,0.08,0.04,0,255.64,24.79,236.83,429.2,2.39,0,0.19,20.61,15.39,0.02,0.35,5.98,0.11,17.1,120.55,0.09,8.55,0.13,2.54,1.03,0,1.68,1.51,0.12,0,0.01,0.06,0.02,0,0.04,0,0,0.01,0.02,0.02,0.02,0,0.02,0.77,0.02,0.01,0.01,0.02,Vegetables and Vegetable Products
11/29/2021,,Lunch,"Parmesan Cheese, Dry, Grated","2.00 tbsp, grated",52.5,0,0,2.83,0,0.04,0.01,0.06,0.01,0.17,9.12,0.75,0,121.74,0,2.62,0.07,0.21,106.62,0,0.06,4.25,0.01,78.37,22.5,4.3,225.49,0.52,1.74,0,0,0.01,1.74,3.48,10.75,0.89,0.17,1.92,0.11,0.01,0.11,0.01,0.1,0.18,0.34,0.28,0.09,0.19,3.55,0.13,0.05,0.21,0.23,Dairy and Egg Products
11/29/2021,,Lunch,"Garbanzo Beans, Cooked from Dried","0.50 cup, whole pieces",134.48,0,0,49.37,0.1,0.05,0.43,0.23,0.11,0,13.12,141.04,0,22.14,1.07,0,0.29,3.28,40.18,0.29,2.37,39.36,0.84,137.76,238.61,3.03,5.74,1.25,22.48,6.23,13.34,3.94,16.25,2.12,0,0.48,0.95,0.22,0,0.04,0.73,0.1,0.2,0.31,0.52,0.49,0.1,0.39,7.27,0.27,0.07,0.18,0.31,Legumes and Legume Products
11/29/2021,,Lunch,"Sole, Cooked",4.00 oz,96.39,0,0,91.92,0.03,0.03,1.45,0.26,0.13,1.49,0,6.8,0,39.69,0,146.96,0.81,0.11,28.35,0.03,0.26,24.95,0.02,350.4,223.39,36.97,119.07,0.44,0,0,0,0,0,2.51,58.97,0.7,0.49,0.57,0.01,0.39,0.06,0.21,0.42,0.86,1.51,1.77,0.64,0.71,17.28,0.82,0.22,0.67,0.91,Finfish and Shellfish Products
11/29/2021,,Lunch,"Mashed Potatoes, Prepared from Fresh","0.75 cup, mashed",197.74,0,0,142.23,0.16,0.06,2.13,0.88,0.78,1.08,48.7,15.4,14.48,362.82,11.95,8.1,0.61,12.89,34.67,0.27,0.5,34.18,0.23,80.98,553.66,0.89,276.64,0.51,33,3.3,25.42,2.28,29.71,6.62,1.32,1.12,2.63,1.78,0.01,0.31,2.24,0.04,0.08,0.14,0.22,0.21,0.06,0.15,3.3,0.12,0.05,0.13,0.19,Vegetables and Vegetable Products
11/29/2021,,Lunch,"Green Beans, Cooked from Fresh","1.00 cup, cut pieces",43.75,0,0,111.52,0.09,0.12,0.77,0.09,0.07,0,475,41.25,801.25,791.25,12.12,0,0.57,59.87,55,0.07,0.81,22.5,0.36,36.25,182.5,0.25,1.25,0.31,9.85,4,1.45,4.54,5.85,0.35,0,0.01,0.18,0.08,0,0.11,0,0.02,0.04,0.09,0.14,0.11,0.03,0.09,2.36,0.1,0.02,0.05,0.12,Vegetables and Vegetable Products
11/29/2021,,Lunch,"Ice Cream, Vanilla or Other Flavors, Includes Chocolate Chip",0.80 cup,218.6,0,0,64.42,0.04,0.25,0.12,0.61,0.05,0.41,20.06,5.28,0,444.58,0.63,8.45,0.32,1.58,135.17,0.02,0.1,14.78,0.01,110.88,210.15,1.9,84.48,0.73,24.92,0.74,0,22.41,24.18,11.62,46.46,3.14,0.48,7.17,0.43,0.19,0.14,0.03,0.09,0.21,0.33,0.27,0.09,0.17,3.7,0.15,0.05,0.16,0.23,Dairy and Egg Products
11/29/2021,,Lunch,"Chocolate Chip Cookies, Homemade","0.50 each - approx 2 1/4"" diameter",37.73,0.01,1.41,1.01,0.02,0.02,0.12,0.02,0,0.01,2.46,4.47,3.1,41.28,0,1.53,0.05,0.24,2.64,0.02,0.17,3.22,0.03,6.57,13.02,0.97,35.27,0.06,4.97,0.19,1.44,3.32,4.78,2,5.74,0.57,0.09,1.2,0.05,0.01,0.07,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.39,0.01,0.01,0.01,0.02,Baked Products
11/29/2021,,Lunch,"Tea, Brewed, Unsweetened",16.00 fl oz,4.74,0,94.72,472.19,0,0.07,0,0.05,0,0,0,23.68,0,0,0,0,0,0,0,0.05,0.09,14.21,1.04,4.74,175.24,0,14.21,0.09,1.42,0,0,0,1.42,0,0,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages
11/29/2021,,Dinner,"Brussels Sprouts, Cooked from Fresh",1.20 cup,96.31,0,0,237.82,0.29,0.21,1.62,0.67,0.48,0,1243.95,160.51,3450.95,2073.24,165.86,0,1.15,375.32,96.31,0.22,3.21,53.5,0.61,149.81,848.02,4.01,56.18,0.88,18.99,6.96,0.94,4.65,12.04,1.34,0,0.1,0.68,0.27,0,0.46,0,0.04,0.15,0.27,0.3,0.31,0.06,0.2,6.82,0.24,0.07,0.1,0.31,Vegetables and Vegetable Products
11/29/2021,,Dinner,"Cauliflower, Cooked from Fresh","1.20 cup, cut pieces",34.23,0,0,138.39,0.06,0.08,0.61,0.76,0.26,0,10.42,65.47,43.15,17.86,65.92,0,0.1,20.54,23.81,0.03,0.48,13.39,0.2,47.62,211.3,0.89,22.32,0.25,6.12,3.42,0.24,3.1,2.69,0.67,0,0.05,0.32,0.1,0,0.25,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.74,0.1,0.04,0.06,0.14,Vegetables and Vegetable Products
11/29/2021,,Dinner,"Potatoes, Pan Fried","1.00 cup, chopped",330.11,0,0,194.78,0.25,0.05,3.3,1.28,0.68,0,2.74,22.64,22.96,5.42,18.61,0,0.25,11.18,20.8,0.42,0.79,50.43,0.36,100.69,825.83,0.76,604.26,0.68,50.36,5.17,39.76,2.24,45.19,13.11,0,7.14,2.2,3.39,2.87,0.09,1.05,0.06,0.1,0.18,0.26,0.26,0.07,0.19,4.31,0.16,0.07,0.16,0.24,Vegetables and Vegetable Products
11/29/2021,,Dinner,"Fudge , Cake-Type, Cookies",1.50 each,109.93,0,3.62,3.72,0.07,0.06,0.38,0.08,0.01,0.03,0,21.11,4.73,0.63,0.03,0.34,0.02,0.41,10.71,0.09,0.78,10.08,0.1,26.15,43.47,1.13,60.48,0.17,24.66,0.88,8.41,15.3,23.78,1.17,2.67,0.57,0.15,0.35,0.23,0,0.11,0.02,0.03,0.05,0.1,0.07,0.02,0.07,1.58,0.05,0.02,0.04,0.07,Sweets
11/29/2021,,Snack,"Popcorn, Home Popped, Hot Air Popped","3.00 cup, whole pieces",92.86,0,0,0.8,0.02,0.02,0.55,0.12,0.04,0,21.36,7.44,347.93,47.03,0,0,0.07,0.29,1.68,0.06,0.77,34.55,0.27,85.9,78.94,0,1.92,0.74,18.66,3.48,13.05,0.21,15.18,1.09,0,0.23,0.56,0.15,0,0.01,0.54,0.05,0.09,0.1,0.35,0.08,0.06,0.14,3.1,0.11,0.02,0.12,0.15,Snacks
11/29/2021,,Snack,"York, Peppermint Pattie","1.00 regular piece - each 0.5 oz - 1 1/2"" diameter",49.06,0,1.19,1.23,0,0,0.02,0.01,0,0.01,0.72,0.36,0.86,1.39,0,0.73,0.02,0.23,2,0.03,0.23,4.16,0.04,5.82,16.7,0.26,3.5,0.07,10.56,0.19,0.11,8.8,10.37,0.88,0.22,0.27,0.03,0.51,0,0,0.03,0,0,0.01,0.01,0.01,0,0.01,0.21,0.01,0,0.01,0.01,Sweets
11/30/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
